	0	POP10	HU10	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	Homeowner_vacancy_rate_percent	Median_Age_Female	Median_Age_Male	Median_Age	Percent_65_years_and_over	Percent_American_Indian_and_Alaska_Native	Percent_Asian	Percent_Black_or_African_American	Percent_Family_households	Percent_Female	Percent_Male	Percent_Nonfamily_households	Percent_Occupied_housing_units	Percent_Some_Other_Race	Percent_White	Rental_vacancy_rate_percent
919	0	800647	270307	2622862905	5871209	1012.693	2.267	1.6	33.2	29.4	31.3	10.3	0.8	1.0	3.1	76.6	51.6	48.4	23.4	94.9	10.5	82.1	4.4
920	0	110224	46571	3941889598	48104792	1521.9720000000002	18.573	1.8	36.4	32.3	34.3	13.8	0.8	1.0	4.0	65.5	51.0	49.0	34.5	90.9	9.5	81.7	8.8
921	0	34876	15014	1483396470	7013733	572.743	2.708	1.8	38.8	35.5	37.1	14.7	1.1	0.5	1.3	63.9	50.4	49.6	36.1	92.8	7.1	88.2	8.3
922	0	1049025	400263	1854268836	227485306	715.937	87.833	2.1	39.7	37.1	38.5	12.4	0.6	14.4	9.3	70.7	51.2	48.8	29.3	93.8	10.7	58.6	6.8
923	0	795225	325375	4324005310	354658008	1669.5079999999996	136.934	2.6	36.8	34.9	35.9	11.0	1.4	6.0	6.8	67.4	50.6	49.4	32.6	92.2	3.5	74.2	7.8
924	0	375770	159222	13896869603	22331525	5365.611999999999	8.622	5.5	36.0	34.8	35.3	13.9	5.6	1.7	4.6	73.4	47.5	52.5	26.6	78.9	11.5	72.4	13.9
925	0	94528	45125	1187166553	49616087	458.36800000000005	19.157	1.8	45.4	41.6	43.4	18.5	0.2	0.4	2.0	64.7	50.1	49.9	35.3	87.0	1.0	95.4	9.8
926	0	49875	20850	62584939	53316445	24.164	20.586	1.5	44.4	41.2	42.9	16.7	0.2	1.4	0.8	66.6	52.0	48.0	33.4	91.8	0.4	95.7	9.2
927	0	130882	55967	1590355537	23595204	614.04	9.11	2.5	29.8	28.8	29.3	8.6	0.2	5.2	4.8	52.9	50.0	50.0	47.1	94.2	1.8	85.6	5.2
928	0	402002	137115	871276091	31269436	336.402	12.073	1.6	34.3	32.7	33.5	6.8	0.6	7.5	20.2	76.9	50.3	49.7	23.1	95.4	8.6	57.8	5.6
929	0	795225	325375	4324005310	354658008	1669.5079999999996	136.934	2.6	36.8	34.9	35.9	11.0	1.4	6.0	6.8	67.4	50.6	49.4	32.6	92.2	3.5	74.2	7.8
930	0	275487	124136	1727138746	90486851	666.852	34.937	2.7	30.5	28.8	29.6	9.4	0.3	2.9	30.3	54.9	52.4	47.6	45.1	89.4	1.2	63.0	11.7
931	0	89889	55918	1534567408	13514945	592.5	5.218	4.0	42.5	39.4	40.9	15.5	0.4	0.9	0.8	70.7	50.7	49.3	29.3	63.2	2.9	93.7	14.8
932	0	133568	55592	937142582	1723769	361.833	0.6659999999999999	1.6	42.3	39.8	41.0	17.0	0.2	1.1	2.2	69.1	51.2	48.8	30.9	94.0	3.9	91.0	7.0
933	0	3817117	1639279	23828260196	62795719	9200.143	24.246	4.1	35.7	33.5	34.6	12.1	2.1	3.5	5.0	66.1	50.5	49.5	33.9	86.1	12.8	73.0	13.7
934	0	310235	125470	2722118322	95364952	1051.016	36.821	2.5	30.7	28.6	29.6	8.7	0.8	2.8	21.5	70.5	50.5	49.5	29.5	90.9	7.7	61.4	10.4
935	0	3010232	1048907	2047561084	407916814	790.568	157.498	1.4	37.5	34.9	36.2	11.6	0.6	17.9	1.7	71.4	50.5	49.5	28.6	94.6	14.5	60.8	5.9
936	0	5194675	2180359	2448383588	1785882224	945.326	689.533	3.0	36.6	34.0	35.3	11.9	0.4	6.2	24.8	61.6	51.6	48.4	38.4	90.2	10.6	55.4	9.6
937	0	9818605	3445076	10509869649	1795012906	4057.884	693.058	1.7	35.9	33.6	34.8	10.9	0.7	13.7	8.7	67.7	50.7	49.3	32.3	94.1	21.8	50.3	5.8
938	0	927644	398274	1976612450	56576401	763.174	21.844	2.8	36.2	32.9	34.6	10.3	0.2	2.3	52.1	65.9	52.3	47.7	34.1	88.1	3.3	40.6	15.1
939	0	118428	49073	1328430430	22092290	512.91	8.53	2.0	40.4	38.1	39.2	12.8	0.5	1.2	2.2	67.7	50.4	49.6	32.3	91.3	4.2	89.6	8.7
940	0	620961	296685	209643241	28768302	80.944	11.108	4.2	35.7	33.1	34.4	11.7	0.4	2.3	63.7	53.6	52.9	47.1	46.4	84.2	1.8	29.6	10.7
941	0	927644	398274	1976612450	56576401	763.174	21.844	2.8	36.2	32.9	34.6	10.3	0.2	2.3	52.1	65.9	52.3	47.7	34.1	88.1	3.3	40.6	15.1
942	0	688078	286490	879428364	12868473	339.5490000000001	4.9689999999999985	3.4	36.4	34.2	35.4	8.7	0.3	4.5	25.0	67.4	51.4	48.6	32.6	90.8	5.3	62.2	12.5
943	0	175511	64052	580210822	59946531	224.021	23.145	2.8	37.3	36.5	36.9	8.9	0.3	6.2	2.6	80.1	50.3	49.7	19.9	92.8	3.8	85.4	9.0
944	0	262604	102968	1604145428	12143221	619.364	4.689	2.3	33.1	31.3	32.2	8.2	0.4	3.0	12.5	69.4	50.6	49.4	30.6	93.5	3.4	78.2	9.1
945	0	106567	40793	503344101	12896707	194.342	4.979	2.4	43.3	41.3	42.4	12.7	0.3	3.9	20.1	79.4	51.7	48.3	20.6	93.6	2.3	71.1	10.5
946	0	543376	269864	2630557912	1402040884	1015.664	541.331	3.7	46.7	44.2	45.5	20.4	0.4	2.1	10.1	64.6	51.0	49.0	35.4	85.1	1.7	83.0	14.4
947	0	805321	291547	1114687261	16555611	430.383	6.392	3.3	34.8	32.5	33.7	6.8	0.5	10.6	23.6	75.7	50.7	49.3	24.3	92.1	8.8	53.3	10.7
948	0	688078	286490	879428364	12868473	339.5490000000001	4.9689999999999985	3.4	36.4	34.2	35.4	8.7	0.3	4.5	25.0	67.4	51.4	48.6	32.6	90.8	5.3	62.2	12.5
949	0	864263	388486	1974068274	404712512	762.192	156.26	3.4	37.2	34.4	35.8	11.1	0.4	4.2	29.5	63.7	51.5	48.5	36.3	88.1	2.1	60.9	13.6
950	0	27471	12079	4989016959	49666838	1926.27	19.176	1.2	40.2	38.4	39.3	14.6	3.6	0.2	0.4	66.6	50.1	49.9	33.4	93.5	0.4	93.6	4.9
951	0	618754	371099	2031879249	1108380339	784.513	427.948	6.6	46.9	44.2	45.6	23.5	0.4	1.4	8.3	65.8	50.9	49.1	34.2	70.0	4.9	83.0	17.2
952	0	3010232	1048907	2047561084	407916814	790.568	157.498	1.4	37.5	34.9	36.2	11.6	0.6	17.9	1.7	71.4	50.5	49.5	28.6	94.6	14.5	60.8	5.9
953	0	98733	41192	969804281	66808582	374.444	25.795	2.9	36.9	34.3	35.7	13.0	0.2	2.5	24.2	64.9	52.3	47.7	35.1	90.4	1.9	68.7	8.9
954	0	622263	252852	5508389808	7111582	2126.801	2.7460000000000004	2.3	35.7	32.5	34.1	10.0	1.0	2.7	6.2	68.0	50.2	49.8	32.0	93.3	4.9	79.8	7.7
955	0	9818605	3445076	10509869649	1795012906	4057.884	693.058	1.7	35.9	33.6	34.8	10.9	0.7	13.7	8.7	67.7	50.7	49.3	32.3	94.1	21.8	50.3	5.8
956	0	1931249	851261	5479291809	495471264	2115.5660000000007	191.303	2.6	37.9	36.3	37.1	10.9	0.8	14.6	6.2	58.5	50.2	49.8	41.5	92.7	3.9	68.7	7.4
957	0	183182	68498	1508925443	3028823	582.599	1.169	2.1	39.2	37.7	38.5	9.7	0.2	3.0	4.3	79.0	51.2	48.8	21.0	94.7	1.5	89.4	7.2
958	0	250331	110007	1454688724	48274044	561.658	18.639	2.4	35.8	32.4	34.1	12.3	0.4	2.1	10.9	59.9	51.0	49.0	40.1	91.5	1.5	81.7	10.2
959	0	52780	19896	722820579	340703006	279.083	131.546	1.1	37.5	35.4	36.5	9.9	0.3	0.8	26.6	77.4	50.6	49.4	22.6	93.3	1.3	69.2	9.7
960	0	1145956	487839	2339870128	258560561	903.429	99.831	4.2	34.7	32.7	33.7	9.7	0.4	4.9	20.8	64.8	50.8	49.2	35.2	86.5	6.7	63.6	13.0
961	0	3095313	1164786	10895120648	826347909	4206.63	319.055	1.9	36.1	33.2	34.6	11.4	0.9	10.9	5.1	66.3	49.8	50.2	33.7	93.3	13.6	64.0	5.5
962	0	1714773	662872	3211119983	42127509	1239.82	16.266	1.9	34.2	31.5	32.8	10.3	0.8	2.4	7.5	68.4	51.0	49.0	31.6	91.9	12.7	72.9	9.6
963	0	488406	218017	1672364534	30883952	645.7040000000002	11.924	3.0	37.5	35.1	36.3	12.3	0.5	3.9	32.5	62.6	52.4	47.6	37.4	90.2	3.6	57.0	11.8
964	0	4092459	1598698	4411986582	191671993	1703.4779999999996	74.005	2.3	33.0	31.4	32.2	8.1	0.7	6.2	18.9	68.7	50.2	49.8	31.3	89.8	14.3	56.6	13.7
965	0	1748066	810388	3133329108	292869341	1209.785	113.077	3.3	40.7	38.5	39.7	14.3	0.3	3.2	26.7	63.3	51.6	48.4	36.7	84.7	3.7	63.1	10.7
966	0	1223348	589201	1890884266	37418903	730.075	14.448	2.1	43.3	39.3	41.3	16.8	0.1	2.8	13.2	57.7	52.1	47.9	42.3	90.6	0.5	81.5	8.9
967	0	949113	370821	1114982482	179999078	430.497	69.498	1.7	41.5	38.3	40.0	14.7	0.4	5.4	14.6	68.1	51.9	48.1	31.9	93.6	8.3	68.1	5.5
968	0	1223348	589201	1890884266	37418903	730.075	14.448	2.1	43.3	39.3	41.3	16.8	0.1	2.8	13.2	57.7	52.1	47.9	42.3	90.6	0.5	81.5	8.9
969	0	1526006	670171	347321129	22289408	134.101	8.606	2.1	35.1	31.9	33.5	12.1	0.5	6.3	43.4	56.8	52.8	47.2	43.2	89.5	5.9	41.0	8.9
970	0	437994	177879	644948896	643150238	249.016	248.322	2.1	36.7	33.1	34.9	10.6	0.4	6.1	19.6	69.1	51.0	49.0	30.9	92.8	2.0	67.7	7.4
971	0	146318	78131	1407565382	542252066	543.464	209.365	3.6	51.3	48.0	49.7	27.3	0.6	1.1	5.4	62.8	50.5	49.5	37.2	81.8	4.1	87.3	13.5
972	0	2189641	800707	18664696661	251073334	7206.48	96.94	3.8	34.6	32.7	33.7	11.8	1.1	6.0	6.4	74.4	50.2	49.8	25.6	85.7	20.5	61.0	9.5
973	0	12786	4528	1718831658	12169099	663.645	4.699	1.6	32.3	30.6	31.5	12.8	0.4	0.1	0.2	79.9	49.3	50.7	20.1	90.1	3.3	94.4	6.0
974	0	5194675	2180359	2448383588	1785882224	945.326	689.533	3.0	36.6	34.0	35.3	11.9	0.4	6.2	24.8	61.6	51.6	48.4	38.4	90.2	10.6	55.4	9.6
975	0	544179	226571	1226034453	16890687	473.375	6.522	1.9	37.6	35.2	36.4	10.9	0.4	4.2	4.3	68.2	51.2	48.8	31.8	94.0	2.5	86.0	10.2
976	0	535153	254775	1195417263	7204078	461.55300000000005	2.782	2.9	40.7	37.5	39.2	15.1	0.2	1.7	20.9	61.6	52.0	48.0	38.4	87.9	0.8	73.9	12.9
977	0	9818605	3445076	10509869649	1795012906	4057.884	693.058	1.7	35.9	33.6	34.8	10.9	0.7	13.7	8.7	67.7	50.7	49.3	32.3	94.1	21.8	50.3	5.8
978	0	263801	102495	1459373665	2765957666	563.467	1067.942	2.3	35.3	33.7	34.5	11.8	0.4	2.6	1.5	72.9	51.0	49.0	27.1	91.5	3.4	90.1	9.9
979	0	157505	66747	392642353	11895464	151.6	4.593	3.4	33.9	31.8	32.8	10.7	0.8	2.5	25.2	65.3	50.7	49.3	34.7	87.5	12.9	54.6	11.6
980	0	20489	16049	11653984341	36581791	4499.629	14.124	4.9	53.9	54.0	53.9	32.6	12.8	0.5	0.6	60.7	48.5	51.5	39.3	57.3	12.5	69.8	21.3
981	0	440171	187353	1179412087	38490958	455.374	14.861	1.7	34.3	30.9	32.6	10.9	0.2	2.8	45.3	62.3	52.0	48.0	37.7	91.8	1.4	48.8	9.3
982	0	161573	68241	1071554325	6542481	413.729	2.526	2.1	38.6	35.6	37.2	13.6	0.3	2.9	7.2	66.4	51.0	49.0	33.6	92.0	0.5	86.4	10.4
983	0	744344	320593	1702154292	1837658838	657.205	709.5239999999999	1.3	40.0	36.6	38.5	13.9	0.3	3.3	15.2	61.3	51.8	48.2	38.7	93.7	2.5	76.1	8.1
984	0	626681	283978	1305438546	56749226	504.033	21.911	3.5	34.8	33.1	33.9	10.4	0.3	3.0	27.7	55.9	51.6	48.4	44.1	91.4	4.9	61.4	9.2
985	0	722023	315522	150618894	160748611	58.154	62.065	2.1	32.1	30.9	31.5	10.5	0.4	8.2	21.6	48.0	51.8	48.2	52.0	92.8	9.7	56.0	5.3
986	0	122979	57254	845539916	8632655	326.465	3.333	3.0	40.1	38.5	39.3	15.3	0.3	1.2	3.9	63.0	51.1	48.9	37.0	89.6	1.2	91.6	9.3
987	0	1145956	487839	2339870128	258560561	903.429	99.831	4.2	34.7	32.7	33.7	9.7	0.4	4.9	20.8	64.8	50.8	49.2	35.2	86.5	6.7	63.6	13.0
988	0	840978	356626	1241183094	237312769	479.223	91.627	2.2	41.1	38.6	39.9	14.3	0.3	3.0	8.6	67.0	51.4	48.6	33.0	93.0	0.6	85.4	10.2
989	0	601723	296719	158114680	18884970	61.048	7.292000000000002	3.4	34.0	33.6	33.8	11.4	0.3	3.5	50.7	42.3	52.8	47.2	57.7	89.9	4.1	38.5	7.9
990	0	1223348	589201	1890884266	37418903	730.075	14.448	2.1	43.3	39.3	41.3	16.8	0.1	2.8	13.2	57.7	52.1	47.9	42.3	90.6	0.5	81.5	8.9
991	0	162233	93023	1492559284	899026998	576.28	347.116	4.1	43.4	38.0	40.6	20.4	0.3	1.2	19.3	69.8	50.6	49.4	30.2	69.8	5.2	71.9	30.7
992	0	47420	18010	3203598541	3088171	1236.9160000000004	1.192	3.5	37.1	33.6	35.6	13.1	0.7	0.5	0.4	77.7	52.4	47.6	22.3	85.7	22.9	73.5	11.5
993	0	214437	96832	1189006298	15105278	459.078	5.832000000000002	1.9	43.5	40.2	41.8	17.7	0.2	1.7	2.5	62.7	51.9	48.1	37.3	90.1	2.0	92.0	7.5
994	0	85215	33272	336161686	5969943	129.793	2.305	3.7	38.3	35.2	36.9	10.6	0.3	1.8	46.4	75.0	52.4	47.6	25.0	90.2	4.5	44.8	13.1
995	0	96443	40515	1831656075	14162379	707.206	5.468	2.1	34.6	31.7	33.2	12.2	0.4	1.1	13.1	66.7	51.2	48.8	33.3	92.0	2.4	81.2	8.3
996	0	1163414	527186	1378361040	29318642	532.188	11.32	2.9	34.5	32.3	33.4	9.9	0.2	3.9	21.2	58.3	51.3	48.7	41.7	90.5	2.3	69.2	9.8
997	0	1503085	612004	2118135038	75739760	817.817	29.243	1.3	39.8	37.1	38.5	13.1	0.2	9.3	4.7	63.1	51.4	48.6	36.9	94.9	3.3	80.0	5.7
998	0	287085	109282	649416399	6871682	250.741	2.653	1.2	39.4	37.1	38.4	10.1	0.3	14.4	17.5	72.9	51.0	49.0	27.1	95.9	2.0	62.2	6.0
999	0	221578	93656	695980407	1266845	268.72	0.489	1.8	34.5	32.0	33.2	10.3	0.3	1.5	25.8	63.8	51.2	48.8	36.2	92.9	1.4	69.4	8.4
1000	0	152021	62971	1422924260	338316259	549.394	130.625	2.4	41.1	39.4	40.3	13.4	0.3	0.6	2.1	71.8	50.7	49.3	28.2	92.5	0.8	94.4	11.8
1001	0	306479	97570	773832198	868122919	298.778	335.184	1.6	30.0	28.4	29.2	8.2	0.5	1.8	1.2	81.5	49.8	50.2	18.5	95.9	3.2	90.0	6.5
1002	0	269291	185992	2936777435	313664031	1133.896	121.106	4.9	42.7	39.7	41.1	17.1	0.5	1.0	13.4	64.4	51.1	48.9	35.6	60.3	3.1	79.9	29.2
1003	0	3010232	1048907	2047561084	407916814	790.568	157.498	1.4	37.5	34.9	36.2	11.6	0.6	17.9	1.7	71.4	50.5	49.5	28.6	94.6	14.5	60.8	5.9
1004	0	1931249	851261	5479291809	495471264	2115.5660000000007	191.303	2.6	37.9	36.3	37.1	10.9	0.8	14.6	6.2	58.5	50.2	49.8	41.5	92.7	3.9	68.7	7.4
1005	0	107931	48193	1668121832	47814148	644.065	18.461	1.6	43.2	41.0	42.1	15.4	0.3	1.0	2.3	66.0	51.1	48.9	34.0	89.3	1.1	93.7	7.2
1006	0	514453	179503	3871582888	51437339	1494.8270000000002	19.86	2.7	34.1	31.7	32.9	10.7	1.1	5.1	2.9	75.1	50.5	49.5	24.9	92.0	19.3	65.6	8.4
1007	0	360485	141016	1451520382	83325897	560.435	32.172	2.0	38.0	35.7	36.9	11.2	0.2	2.2	4.1	72.7	50.9	49.1	27.3	95.2	0.9	90.7	7.5
1008	0	823318	281695	4773691889	945991626	1843.133	365.249	1.4	37.7	34.8	36.2	11.7	1.0	6.7	1.8	73.9	50.3	49.7	26.1	94.8	17.0	68.7	4.8
1009	0	262604	102968	1604145428	12143221	619.364	4.689	2.3	33.1	31.3	32.2	8.2	0.4	3.0	12.5	69.4	50.6	49.4	30.6	93.5	3.4	78.2	9.1
1010	0	55889	22646	85557538	1466175	33.034	0.5660000000000001	2.1	37.4	35.5	36.4	9.9	0.6	6.1	1.1	69.3	50.4	49.6	30.7	94.6	3.3	86.1	9.0
1011	0	76258	36785	1573351092	1249470315	607.474	482.423	3.0	40.7	38.8	39.8	13.8	0.9	0.4	4.1	70.6	50.4	49.6	29.4	78.6	5.2	86.7	11.7
1012	0	1809034	714803	2236735560	100223390	863.6080000000002	38.696	2.0	34.3	32.4	33.4	8.9	0.7	4.7	14.9	69.2	51.0	49.0	30.8	91.9	10.0	66.6	11.7
1013	0	3817117	1639279	23828260196	62795719	9200.143	24.246	4.1	35.7	33.5	34.6	12.1	2.1	3.5	5.0	66.1	50.5	49.5	33.9	86.1	12.8	73.0	13.7
1014	0	274549	126647	1439267859	300755451	555.7040000000002	116.122	2.5	41.0	38.6	39.9	14.2	0.4	7.5	16.1	66.8	51.5	48.5	33.2	81.2	7.4	65.4	9.5
1015	0	894014	374249	1903891914	40213499	735.097	15.527	1.4	41.4	38.2	39.9	14.6	0.3	4.2	13.3	64.9	51.7	48.3	35.1	93.7	7.1	72.4	8.0
1016	0	1223348	589201	1890884266	37418903	730.075	14.448	2.1	43.3	39.3	41.3	16.8	0.1	2.8	13.2	57.7	52.1	47.9	42.3	90.6	0.5	81.5	8.9
1017	0	916924	356179	848218379	23083362	327.499	8.913	2.0	39.5	36.6	38.2	11.6	0.3	10.1	4.6	70.6	51.0	49.0	29.4	94.7	4.9	77.9	7.9
1018	0	513657	204943	573067842	15616906	221.263	6.03	1.7	39.4	36.1	37.9	12.8	0.3	5.1	19.6	68.0	51.8	48.2	32.0	93.2	7.1	65.3	9.0
1019	0	823318	281695	4773691889	945991626	1843.133	365.249	1.4	37.7	34.8	36.2	11.7	1.0	6.7	1.8	73.9	50.3	49.7	26.1	94.8	17.0	68.7	4.8
1020	0	916924	356179	848218379	23083362	327.499	8.913	2.0	39.5	36.6	38.2	11.6	0.3	10.1	4.6	70.6	51.0	49.0	29.4	94.7	4.9	77.9	7.9
1021	0	622263	252852	5508389808	7111582	2126.801	2.7460000000000004	2.3	35.7	32.5	34.1	10.0	1.0	2.7	6.2	68.0	50.2	49.8	32.0	93.3	4.9	79.8	7.7
1022	0	294567	127071	1881080439	36469028	726.289	14.081	1.8	37.1	34.6	35.8	10.0	0.6	4.1	0.9	57.7	49.8	50.2	42.3	93.9	4.5	87.2	4.6
1023	0	783969	312954	326888224	8854094	126.212	3.419	2.5	37.9	34.8	36.4	11.5	0.4	4.6	40.9	66.7	52.0	48.0	33.3	90.7	8.4	42.6	9.6
1024	0	3010232	1048907	2047561084	407916814	790.568	157.498	1.4	37.5	34.9	36.2	11.6	0.6	17.9	1.7	71.4	50.5	49.5	28.6	94.6	14.5	60.8	5.9
1025	0	894014	374249	1903891914	40213499	735.097	15.527	1.4	41.4	38.2	39.9	14.6	0.3	4.2	13.3	64.9	51.7	48.3	35.1	93.7	7.1	72.4	8.0
1026	0	349497	142613	893975782	7960045	345.166	3.073	1.8	40.6	38.1	39.4	14.8	0.4	2.9	6.1	67.3	51.6	48.4	32.7	93.9	8.6	79.1	7.3
1027	0	33410	14055	1715745632	1496809	662.453	0.578	1.9	45.2	42.8	44.1	16.7	0.6	0.6	0.5	74.8	51.2	48.8	25.2	89.8	5.7	90.7	10.4
1028	0	2189641	800707	18664696661	251073334	7206.48	96.94	3.8	34.6	32.7	33.7	11.8	1.1	6.0	6.4	74.4	50.2	49.8	25.6	85.7	20.5	61.0	9.5
1029	0	1152425	509469	1433793826	137155436	553.591	52.956	2.1	36.9	34.9	35.9	11.4	0.9	6.2	11.8	57.3	50.9	49.1	42.7	93.4	3.4	74.4	7.6
1030	0	798552	326788	3912876833	177216729	1510.77	68.42399999999999	1.8	40.1	38.1	39.2	12.8	0.2	4.0	4.2	66.8	50.8	49.2	33.2	92.7	3.6	85.6	7.7
1031	0	894014	374249	1903891914	40213499	735.097	15.527	1.4	41.4	38.2	39.9	14.6	0.3	4.2	13.3	64.9	51.7	48.3	35.1	93.7	7.1	72.4	8.0
1032	0	229363	101641	2031190777	40571253	784.247	15.665	2.8	36.5	33.1	34.9	12.0	0.3	2.1	54.7	64.3	52.4	47.6	35.7	88.5	2.1	39.5	13.1
1033	0	894014	374249	1903891914	40213499	735.097	15.527	1.4	41.4	38.2	39.9	14.6	0.3	4.2	13.3	64.9	51.7	48.3	35.1	93.7	7.1	72.4	8.0
1034	0	186494	83034	1603744994	29499157	619.2090000000002	11.39	2.3	38.2	35.4	36.8	13.9	0.3	3.1	17.7	62.3	51.6	48.4	37.7	91.3	1.6	74.4	10.4
1035	0	3010232	1048907	2047561084	407916814	790.568	157.498	1.4	37.5	34.9	36.2	11.6	0.6	17.9	1.7	71.4	50.5	49.5	28.6	94.6	14.5	60.8	5.9
1036	0	214437	96832	1189006298	15105278	459.078	5.832000000000002	1.9	43.5	40.2	41.8	17.7	0.2	1.7	2.5	62.7	51.9	48.1	37.3	90.1	2.0	92.0	7.5
1037	0	155547	69662	646879637	14514058	249.762	5.604	3.4	37.2	33.8	35.6	12.7	0.2	1.6	52.1	64.2	52.9	47.1	35.8	86.6	1.3	43.2	12.7
1038	0	3010232	1048907	2047561084	407916814	790.568	157.498	1.4	37.5	34.9	36.2	11.6	0.6	17.9	1.7	71.4	50.5	49.5	28.6	94.6	14.5	60.8	5.9
1039	0	1024266	441240	2564612388	84967219	990.202	32.806	2.5	32.3	31.5	31.9	7.3	0.8	5.8	8.5	56.8	49.6	50.4	43.2	91.7	12.2	69.3	8.7
1040	0	81642	38644	2964816225	23933885	1144.722	9.241	1.9	44.9	41.2	42.9	17.5	0.1	0.5	2.3	67.3	48.4	51.6	32.7	83.6	0.8	95.4	7.7
1041	0	343829	189896	438803381	468240430	169.423	180.789	4.5	35.4	33.8	34.6	10.9	0.3	2.9	60.2	53.9	51.6	48.4	46.1	74.9	1.9	33.0	16.4
1042	0	3010232	1048907	2047561084	407916814	790.568	157.498	1.4	37.5	34.9	36.2	11.6	0.6	17.9	1.7	71.4	50.5	49.5	28.6	94.6	14.5	60.8	5.9
1043	0	66537	30709	1848742669	25990687	713.804	10.035	2.3	41.2	38.4	39.9	15.0	0.2	0.3	25.4	69.4	51.5	48.5	30.6	83.1	2.3	70.4	12.2
1044	0	101564	41674	1229334487	43794640	474.649	16.909000000000002	1.3	31.1	28.5	29.8	10.8	0.4	8.6	4.0	51.4	50.7	49.3	48.6	93.5	1.2	82.6	4.4
1045	0	1714773	662872	3211119983	42127509	1239.82	16.266	1.9	34.2	31.5	32.8	10.3	0.8	2.4	7.5	68.4	51.0	49.0	31.6	91.9	12.7	72.9	9.6
1046	0	3095313	1164786	10895120648	826347909	4206.63	319.055	1.9	36.1	33.2	34.6	11.4	0.9	10.9	5.1	66.3	49.8	50.2	33.7	93.3	13.6	64.0	5.5
1047	0	782341	300960	2178761906	116235513	841.225	44.879	1.8	35.6	34.3	35.0	7.7	0.6	11.2	8.5	72.9	50.9	49.1	27.1	94.3	5.1	71.6	9.0
1048	0	1526006	670171	347321129	22289408	134.101	8.606	2.1	35.1	31.9	33.5	12.1	0.5	6.3	43.4	56.8	52.8	47.2	43.2	89.5	5.9	41.0	8.9
1049	0	3010232	1048907	2047561084	407916814	790.568	157.498	1.4	37.5	34.9	36.2	11.6	0.6	17.9	1.7	71.4	50.5	49.5	28.6	94.6	14.5	60.8	5.9
1050	0	9818605	3445076	10509869649	1795012906	4057.884	693.058	1.7	35.9	33.6	34.8	10.9	0.7	13.7	8.7	67.7	50.7	49.3	32.3	94.1	21.8	50.3	5.8
1051	0	3817117	1639279	23828260196	62795719	9200.143	24.246	4.1	35.7	33.5	34.6	12.1	2.1	3.5	5.0	66.1	50.5	49.5	33.9	86.1	12.8	73.0	13.7
1052	0	840978	356626	1241183094	237312769	479.223	91.627	2.2	41.1	38.6	39.9	14.3	0.3	3.0	8.6	67.0	51.4	48.6	33.0	93.0	0.6	85.4	10.2
1053	0	1748066	810388	3133329108	292869341	1209.785	113.077	3.3	40.7	38.5	39.7	14.3	0.3	3.2	26.7	63.3	51.6	48.4	36.7	84.7	3.7	63.1	10.7
1054	0	722023	315522	150618894	160748611	58.154	62.065	2.1	32.1	30.9	31.5	10.5	0.4	8.2	21.6	48.0	51.8	48.2	52.0	92.8	9.7	56.0	5.3
1055	0	905116	352388	603490137	35385294	233.009	13.662	1.2	42.5	39.7	41.1	15.1	0.2	14.5	5.8	71.1	51.8	48.2	28.9	95.3	5.0	71.9	5.6
1056	0	2496435	989435	4915061046	1381673402	1897.716	533.467	3.2	39.4	36.9	38.2	14.1	0.2	1.5	18.9	69.5	51.6	48.4	30.5	87.7	3.2	73.8	8.9
1057	0	718451	271031	1161371825	757704380	448.408	292.551	1.3	40.5	37.9	39.3	13.4	0.5	24.8	2.8	68.1	50.8	49.2	31.9	95.1	11.8	53.4	4.6
1058	0	5194675	2180359	2448383588	1785882224	945.326	689.533	3.0	36.6	34.0	35.3	11.9	0.4	6.2	24.8	61.6	51.6	48.4	38.4	90.2	10.6	55.4	9.6
1059	0	172332	69181	1091310901	4294303	421.358	1.658	1.6	41.2	39.6	40.4	13.1	0.1	1.0	1.2	74.0	50.7	49.3	26.0	94.2	0.4	96.1	10.0
1060	0	11591	5405	722067811	13500089	278.79200000000003	5.2120000000000015	2.4	40.6	39.0	39.9	14.7	0.3	0.1	1.3	69.7	50.4	49.6	30.3	84.9	0.7	96.4	10.8
1061	0	2368139	943257	2256602704	96696353	871.279	37.335	2.3	33.4	31.6	32.5	8.8	0.7	5.0	22.3	65.4	50.6	49.4	34.6	90.7	15.5	53.5	11.9
1062	0	464697	228928	1934425891	314858950	746.8860000000002	121.568	3.6	44.8	42.3	43.6	20.7	0.4	2.1	4.5	67.0	51.4	48.6	33.0	82.8	2.6	88.2	14.9
1063	0	176695	73149	1651177709	18299478	637.523	7.065	1.8	38.5	35.8	37.1	11.8	1.7	3.0	1.0	67.5	50.1	49.9	32.5	95.2	1.5	91.3	6.1
1064	0	517110	219580	850693384	28210895	328.455	10.892	1.9	34.4	32.6	33.5	10.6	0.7	2.7	11.6	62.1	50.8	49.2	37.9	92.2	5.7	76.4	10.3
1065	0	927644	398274	1976612450	56576401	763.174	21.844	2.8	36.2	32.9	34.6	10.3	0.2	2.3	52.1	65.9	52.3	47.7	34.1	88.1	3.3	40.6	15.1
1066	0	1202362	527255	2247237402	102643656	867.663	39.631	2.5	41.3	39.0	40.2	13.2	0.3	5.6	13.6	65.8	51.5	48.5	34.2	91.7	1.0	77.3	11.8
