category,rate,name,address,url,price_range
"Fast Food,Mexican",3.0 star rating,chipotle mexican grill,,,$
"Women's Clothing,Accessories",4.0 star rating,lane bryant,,,$$$
"Trainers,Weight Loss Centers",3.5 star rating,jenny craig,,,
"Gyms,Trainers,Sports Clubs",2.5 star rating,la fitness,,,
"Ice Cream & Frozen Yogurt,Desserts",4.0 star rating,pinkberry,,,$
"American (Traditional),Breakfast & Brunch",3.5 star rating,longhorn steakhouse,,,$$
"Nail Salons,Hair Removal",4.5 star rating,nail stop,,,$$
Party Supplies,3.0 star rating,party city,,,
"Sandwiches,Fast Food",3.5 star rating,subway,,,$
Drugstores,4.0 star rating,the vitamin shoppe,,,$$
Sporting Goods,2.5 star rating,sports authority,,,$$
"Beer, Wine & Spirits",4.0 star rating,winestyles,,,$$
Sandwiches,4.5 star rating,my friends place,,,$$
Drugstores,3.0 star rating,abc drugs,,,$
"Home Cleaning,Handyman,Carpet Cleaning",3.0 star rating,al phillips the cleaner,,,
"Department Stores,Men's Clothing,Women's Clothing",4.0 star rating,ala moana golf shop,,,$$$
"Men's Clothing,Women's Clothing,Accessories",3.0 star rating,american apparel,,,$$$
,4.0 star rating,ala bella,,,
Shoe Stores,5.0 star rating,aldo,,,
"Men's Clothing,Women's Clothing",4.0 star rating,armani,,,$$$
"Men's Clothing,Women's Clothing,Children's Clothing",2.0 star rating,abercrombie,,,$$$
,,american savings bank,,,
Toy Stores,4.5 star rating,animation magic,,,$$$
Cards & Stationery,4.0 star rating,amys hallmark,,,$$
"Men's Clothing,Women's Clothing",3.5 star rating,banana republic,,,$$$
Gyms,3.0 star rating,bally,,,
"Banks & Credit Unions,Investing,Financial Advising",4.0 star rating,bank of hawaii,,,
Cosmetics & Beauty Supply,4.0 star rating,bare escentuals,,,$$
"Music & DVDs,Bookstores",4.5 star rating,bag n baggage,,,$
Bookstores,3.5 star rating,barnes noble,,,$$
"Watches,Jewelry,Watch Repair",3.5 star rating,ben bridge,,,$$
Flowers & Gifts,2.0 star rating,as seen on,,,$$
"Women's Clothing,Accessories",4.0 star rating,betsy johnson,,,$$
Leather Goods,4.5 star rating,bottega veneta,,,$$$$
"Juice Bars & Smoothies,Ice Cream & Frozen Yogurt,Cafes",4.5 star rating,blue hawaii lifestyle,,,$
"Jewelry,Accessories",3.5 star rating,brighton,,,$$$
"Women's Clothing,Swimwear",5.0 star rating,blue hawaii surf,,,$$$
"Jewelry,Watches,Bridal",5.0 star rating,bvlgari,,,$$$$
"Women's Clothing,Accessories,Men's Clothing",3.5 star rating,burberry,,,$$$$
"Women's Clothing,Accessories",3.0 star rating,cache,,,$$$
Shoe Stores,3.0 star rating,clarks,,,$$$
,,cinnamon girl,,,
"Women's Clothing,Accessories",4.0 star rating,club monaco,,,$$$
"Jewelry,Watches,Accessories",3.0 star rating,cartier,,,$$$$
Leather Goods,4.5 star rating,coach,,,$$$
Men's Clothing,4.5 star rating,celebrity tuxedos,,,$$
"Shoe Stores,Leather Goods,Accessories",3.0 star rating,cole haan,,,$$$
Airlines,3.0 star rating,continental airlines,,,
,,damiani,,,
"Men's Clothing,Women's Clothing",4.5 star rating,crazy shirts,,,$$
"Women's Clothing,Accessories",4.0 star rating,diane von furstenberg,,,$$$
Fashion,3.5 star rating,diesel,,,$$$
Museums,4.5 star rating,disney,,,
Shoe Stores,1.0 star rating,crocs,,,
"Men's Clothing,Accessories",4.0 star rating,dior,,,$$$$
,2.5 star rating,ecko,,,
Women's Clothing,4.5 star rating,escada,,,$$$$
Sushi Bars,4.5 star rating,elephant walk,,,$$
"Women's Clothing,Men's Clothing,Accessories",3.5 star rating,express,,,$$
Leather Goods,4.5 star rating,fendi,,,$$$$
Department Stores,3.5 star rating,folli follie,,,$$$$
"Sports Wear,Shoe Stores",2.0 star rating,footlocker,,,$$
"Outlet Stores,Shopping Centers",3.5 star rating,gilly hicks,,,$$
"Accessories,Watches,Leather Goods",4.5 star rating,fossil,,,$$
"Women's Clothing,Accessories,Men's Clothing",3.5 star rating,forever 21,,,$
"Men's Clothing,Women's Clothing,Leather Goods",3.5 star rating,gucci,,,$$$$
Videos & Video Game Rental,3.0 star rating,game stop,,,$$
Jewelry,5.0 star rating,harry winston,,,$$
"Women's Clothing,Men's Clothing,Accessories",3.5 star rating,guess,,,$$$
"Women's Clothing,Children's Clothing",3.0 star rating,hawaii island creations,,,$$
"Musical Instruments & Teachers,Specialty Food",4.5 star rating,hawaiian quilt collection,,,$$
"Women's Clothing,Accessories",2.5 star rating,hollister,,,$$
"Women's Clothing,Accessories,Leather Goods",3.5 star rating,hermes,,,$$$$
"Parks,Landmarks & Historical Buildings",4.5 star rating,honolulu city info,,,
"Parks,Landmarks & Historical Buildings",4.5 star rating,honolulu stlte city hall,,,
"Accessories,Men's Clothing,Women's Clothing",3.5 star rating,hot topic,,,$$
Eyewear & Opticians,3.5 star rating,ilori,,,$$$$
"Women's Clothing,Accessories,Cosmetics & Beauty Supply",4.0 star rating,chanel boutique,,,$$$$
"Shoe Stores,Sports Wear",2.5 star rating,champs sport,,,$$
"Jewelry,Women's Clothing,Accessories",4.5 star rating,chanel fine jewelry,,,$$$
"Women's Clothing,Swimwear",4.0 star rating,island edge,,,$$$
Children's Clothing,4.0 star rating,janie and jack,,,$$$
"Event Photography,Session Photography",5.0 star rating,island magnets,,,
"Women's Clothing,Men's Clothing",3.0 star rating,jeans warehouse,,,$$
Travel Services,4.5 star rating,jtb usa,,,
Shoe Stores,4.5 star rating,jimmy choo,,,$$$$
Churches,5.0 star rating,journeys,,,
Massage Therapy,,kahala,,,
"Department Stores,Men's Clothing,Women's Clothing,Furniture Stores,Flowers & Gifts,Personal Shopping",3.5 star rating,macys,,,$$
Kids Activities,2.5 star rating,jungle fun,,,
Accessories,4.5 star rating,kate spade,,,$$$
"Men's Clothing,Women's Clothing,Children's Clothing",3.5 star rating,juicy couture,,,$$$
"Men's Clothing,Women's Clothing,Accessories",3.5 star rating,lacoste,,,$$$
"Women's Clothing,Department Stores,Shoe Stores",3.5 star rating,le sportsac,,,$$
"Women's Clothing,Men's Clothing,Accessories",3.5 star rating,levis,,,$$
Vietnamese,4.0 star rating,le lotus bleu,,,$$
Hats,3.0 star rating,lids,,,$$
"Shopping Centers,Specialty Food",4.5 star rating,le grand marqet,,,$$
Sandwiches,4.0 star rating,le lotus bleu mens,,,$
Eyewear & Opticians,3.0 star rating,lenscrafter,,,$$$
Jewelry,5.0 star rating,links of london,,,$$$
Physical Therapy,5.0 star rating,local motion,,,
"Leather Goods,Luggage",3.0 star rating,louis vuitton,,,$$$$
Shopping Centers,3.5 star rating,loco boutique,,,$$$
Jewelry,5.0 star rating,maui divers jewelry,,,$$$
Nail Salons,4.5 star rating,mani pedi spa,,,$$
Drugstores,3.5 star rating,longs drug,,,$
"Men's Clothing,Women's Clothing",3.5 star rating,michael kors,,,$$$
American (New),3.0 star rating,max,,,$$
Jewelry,3.5 star rating,na hoku,,,$$$
Shoe Stores,3.0 star rating,nine west,,,$$
Women's Clothing,,miu miu,,,
"Men's Clothing,Women's Clothing,Home Decor",3.5 star rating,neiman marcus,,,$$$$
Nail Salons,2.5 star rating,nails lmour,,,$
"Accessories,Leather Goods,Watches",3.5 star rating,montblanc,,,$$$$
"Fashion,Eyewear & Opticians",3.5 star rating,oakley,,,$$$
"Women's Clothing,Men's Clothing,Children's Clothing",3.5 star rating,old navy,,,$
"Hair Salons,Barbers",5.0 star rating,oli oli salon,,,$$$
Jewelry,5.0 star rating,opal fields,,,$$
"Sports Wear,Women's Clothing",3.0 star rating,pacific sunwear,,,$$
Cosmetics & Beauty Supply,4.0 star rating,origins,,,$$
"Karaoke,Lounges",3.5 star rating,pandora,,,$$
"Men's Clothing,Women's Clothing,Home Decor",3.5 star rating,philip rickard factory,,,$$$$
"Men's Clothing,Women's Clothing,Home Decor",3.5 star rating,philip rickard honolulu,,,$$$$
Tobacco Shops,4.5 star rating,pipe dreams,,,$$
Italian,4.0 star rating,ponte vecchio hotta,,,$$
"Men's Clothing,Women's Clothing,Accessories",3.5 star rating,prada donna,,,$$$
Architects,,prototype,,,
Shopping,4.0 star rating,ralph lauren,,,$$$
"Jewelry,Home Decor,Flowers & Gifts",3.5 star rating,q pot,,,$$
"Dance Clubs,Gay Bars",3.5 star rating,remix,,,$
Photography Stores & Services,3.5 star rating,ritz camera,,,
"Sporting Goods,Surf Shop",4.0 star rating,rip curl,,,$$
Thrift Stores,4.0 star rating,san lorenzo bikinis,,,$
"Marketing,Advertising",,reyns,,,
"Shoe Stores,Leather Goods,Women's Clothing",3.0 star rating,salvatore ferragamo,,,$$$$
Toy Stores,3.0 star rating,sanrio,,,$
"Shoe Stores,Sporting Goods,Men's Clothing",4.0 star rating,robins shoes,,,$$
Cosmetics & Beauty Supply,4.5 star rating,sephora,,,$$$
"Beaches,Surfing",4.0 star rating,sand people,,,
"Shoe Stores,Men's Clothing,Women's Clothing",4.5 star rating,skechers,,,$
Japanese,3.0 star rating,shirokiya,,,$$
"Festivals,Pop-up Shops",4.5 star rating,silver rhino,,,$$
"Department Stores,Men's Clothing,Women's Clothing",4.0 star rating,spiral girl,,,$$$
"Day Spas,Nail Salons,Waxing",4.0 star rating,solar nail spa,,,$$
Toy Stores,4.0 star rating,split obsession,,,$$
"Men's Clothing,Accessories,Sports Wear",4.5 star rating,splash sport,,,$$$
"Department Stores,Men's Clothing,Women's Clothing,Furniture Stores,Flowers & Gifts,Personal Shopping",3.5 star rating,splash hawaii,,,$$
Jewelry,3.5 star rating,swarovski,,,$$$
Women's Clothing,4.0 star rating,st john,,,$$$$
Eyewear & Opticians,,sunglass icon,,,
Banks & Credit Unions,1.5 star rating,territorial savings,,,
"Watches,Accessories",4.0 star rating,swatch,,,$$
Cosmetics & Beauty Supply,3.5 star rating,the body shop,,,$$$
"Children's Clothing,Toy Stores,Baby Gear & Furniture",4.0 star rating,childrens place,,,$$
Toy Stores,4.5 star rating,lego,,,$$
American (New),4.0 star rating,the islands best,,,$$$$
Bookstores,4.5 star rating,thinker tots,,,$$
Shoe Stores,4.0 star rating,the slipper house,,,$$$
"Hobby Shops,Toy Stores",4.0 star rating,thinker toys,,,$$
Hair Salons,4.5 star rating,thoms barber shop,,,$$$
Shopping,3.0 star rating,the walking company,,,$$$
Jewelry,3.5 star rating,tiffany,,,$$$$
"Women's Clothing,Accessories",3.5 star rating,tory burch,,,$$$
"Men's Clothing,Women's Clothing",4.0 star rating,tommy bahama,,,$$$
"Leather Goods,Women's Clothing,Accessories",1.0 star rating,tori richard,,,$$$
Currency Exchange,1.5 star rating,travelex,,,
Hair Salons,,trade secret,,,
"Women's Clothing,Men's Clothing,Children's Clothing",3.5 star rating,true religion,,,$$$
Post Offices,2.5 star rating,us postal services,,,
Luggage,4.0 star rating,tumi,,,$$$
"Hair Salons,Waxing,Skin Care",5.0 star rating,valerie joseph,,,$$$
Accessories,4.0 star rating,vera bradley,,,$$
"Sporting Goods,Shoe Stores",3.0 star rating,vans,,,$$
"Lingerie,Women's Clothing",3.0 star rating,victoria secret,,,$$
"Women's Clothing,Accessories",4.5 star rating,wolford boutique,,,$$$
Hair Salons,5.0 star rating,w salon,,,$$$
"Bookstores,Music & DVDs",3.5 star rating,barnes noble booksellers,,,$$
Internal Medicine,3.5 star rating,belk,,,
"Music & DVDs,Bookstores",4.5 star rating,barnes noble cafe,,,$
Pet Stores,4.5 star rating,true friends,,,
"Pizza,Vegan,Gluten-Free",,brixx,,,
"French,American (New)",4.0 star rating,bistro carousel cinemas,,,$$$$
"Chicken Wings,Sports Bars,American (Traditional)",2.5 star rating,buffalo wild wings,,,$$
"Burgers,Fast Food",2.5 star rating,burger king,,,$
Ice Cream & Frozen Yogurt,3.5 star rating,cold stone creamery,,,$
,1.0 star rating,dillards,,,
Dentists,,dental works,,,
"Nail Salons,Hair Removal,Day Spas",3.5 star rating,divas nails,,,$$
"Hobby Shops,Home Decor,Art Supplies",3.5 star rating,hobby lobby,,,$$
Cards & Stationery,5.0 star rating,hallmark,,,$
Massage Therapy,4.0 star rating,elite spa,,,
"Fashion,Jewelry",3.5 star rating,icing by claires,,,$$
Bookstores,,lifeway christian,,,
"Women's Clothing,Shoe Stores",2.5 star rating,loft,,,$$
Children's Clothing,4.5 star rating,justice,,,
"Men's Clothing,Formal Wear",2.0 star rating,menswearhouse,,,$$
,5.0 star rating,musicarts,,,
"Breakfast & Brunch,American (Traditional),Cafes",3.0 star rating,mimis cafe,,,$$
Italian,3.0 star rating,olive garde,,,$$
"Event Photography,Session Photography",5.0 star rating,portrait innovations,,,
Mexican,4.0 star rating,qdoba mexican grill,,,$
"American (Traditional),Burgers",3.0 star rating,red robin,,,$$
Asian Fusion,4.5 star rating,red bowl asian bistro,,,$$$
"Home & Garden,Outlet Stores",5.0 star rating,le creuset,,,$$$
"Accessories,Women's Clothing",4.0 star rating,rue 21,,,$$
Eyewear & Opticians,2.5 star rating,tec optometry,,,$$
"Steakhouses,Barbeque,American (Traditional)",4.0 star rating,texas roadhouse,,,$$
"Mattresses,Home Decor,Furniture Stores",4.0 star rating,sleep number,,,$
Home Decor,4.5 star rating,yankee candle,,,$$
,4.0 star rating,alameda art association,,,
Cosmetics & Beauty Supply,4.0 star rating,alameda beauty,,,$$
"Banks & Credit Unions,Investing",4.5 star rating,wachovia bank,,,
Doctors,2.5 star rating,alameda centre physicians,,,
Pediatric Dentists,4.5 star rating,alameda pediatric dentistry,,,
Shopping Centers,3.5 star rating,alameda towne centre public safety,,,$$
"Home Decor,Kitchen & Bath",3.5 star rating,annas linens,,,$
Dry Cleaning & Laundry,4.0 star rating,alameda towne cleaners and alterations,,,$
Hair Salons,4.0 star rating,antidote salon,,,$$
Banks & Credit Unions,1.0 star rating,bank of alameda,,,
"Bars,Steakhouses,American (Traditional)",2.5 star rating,apple bee,,,$$
Home Health Care,3.0 star rating,avenue,,,
Luggage,4.0 star rating,bon voyage luggage,,,$$
Sporting Goods,3.5 star rating,big 5 sporting goods,,,$$
Videos & Video Game Rental,1.0 star rating,blockbuster,,,
Mexican,2.5 star rating,borders,,,$$
"Musical Instruments & Teachers,Electronics Repair",5.0 star rating,executive martinizing,,,$$$
"Notaries,Shipping Centers",5.0 star rating,center hours,,,
Check Cashing/Pay-day Loans,1.0 star rating,check into cash,,,
Banks & Credit Unions,4.5 star rating,chase bank,,,
"Hair Salons,Nail Salons",2.5 star rating,happy nails,,,$
"Jewelry,Gold Buyers",4.5 star rating,gold spot jewelrys,,,$$
,,handle with care packaging store,,,
Chinese,3.5 star rating,china gourmet,,,$$
"Fast Food,Mexican",3.0 star rating,chipotle,,,$
"Gyms,Trainers",3.5 star rating,24 hour fitness,,,
Dry Cleaning & Laundry,5.0 star rating,launderland,,,$$
Shoe Repair,2.5 star rating,instant shoe care,,,
"Cosmetics & Beauty Supply,Jewelry,Baby Gear & Furniture",3.0 star rating,kohls,,,$$
"Skin Care,Massage",3.0 star rating,massage envy,,,$$
Ice Cream & Frozen Yogurt,4.0 star rating,loard’s ice cream,,,$
Cosmetics & Beauty Supply,3.0 star rating,merle norman,,,$$
"Cards & Stationery,Jewelry,Gift Shops",4.5 star rating,modern mouse,,,$$
"Cards & Stationery,Ethnic Food,Kitchen & Bath",4.5 star rating,paganos hardware store,,,$
Department Stores,3.0 star rating,ross dress for less,,,$
"Grocery,Drugstores",3.0 star rating,safeway,,,$$
"Pet Stores,Pet Groomers",3.0 star rating,petco,,,
Sports Wear,4.0 star rating,soccer post,,,$$
Burgers,4.0 star rating,pearls deluxe burgers,,,$$
Chocolatiers & Shops,4.0 star rating,sees candies,,,$$
