,store_id,store_name
200,200, Bank of North Georgia
201,201, Cinco Mexican Restaurant
202,202, HoneyBaked Ham
203,203, Hooter's
204,204, Chick-fil-A
205,205, Chipotle Mexican Grill
206,206, Jenny Craig
207,207, LA Fitness
208,208, Lane Bryant
209,209, LongHorn Steakhouse
210,210, My Friend's Place
211,211, Nail Stop
212,212, OfficeMax
213,213, Party City
214,214, Pinkberry (Frozen Yogurt)
215,215, Sprint PCS
216,216, Subway
217,217, The Sports Authority
218,218, The Vitamin Shoppe
219,219, Top Spice Thai/Malaysian
220,220, U.S. Post Office
221,221, Vacant
222,222, Vacant 2
223,223, Vacant 3
224,224, WineStyles
225,225, Aeropostale
226,226, AT&T; Mobility
227,227, Bank of America
228,228, Barnes & Noble Booksellers
229,229, Barnes & Noble Cafe
230,230, Belk
231,231, Bistro at Carousel Cinemas
232,232, Brixx Wood Fired Pizza
233,233, Buffalo Wild Wings
234,234, Burger King
235,235, Carousel Cinemas at Alamance Crossing
236,236, Cold Stone Creamery
237,237, Dental Works
238,238, Dillard's
239,239, Diva's Nails
240,240, Elite Spa Nails
241,241, Foot Locker
242,242, Hallmark
243,243, Hobby Lobby
244,244, Icing by Claire's
245,245, JCPenney Portrait
246,246, Justice
247,247, Le Creuset
248,248, LensCrafters
249,249, Lifeway Christian Bookstore
250,250, Loft
251,251, Mattress Firm
252,252, Men's Wearhouse and Tux
253,253, Mimi's Cafe
254,254, Music & Arts Center
255,255, New York & Company
256,256, Olive Garden
257,257, Portrait Innovations
258,258, Qdoba Mexican Grill
259,259, Red Bowl Asian Bistro
260,260, Red Robin Gourmet Burgers
261,261, rue21
262,262, Sephora
263,263, TEC Optometry
264,264, Texas Roadhouse
265,265, The Children's Place
266,266, The Shoe Dept.
267,267, The Sleep Number Store
268,268, Verizon Wireless
269,269, Victoria's Secret
270,270, Wachovia Bank
271,271, Yankee Candle Company
272,272, Alameda Art Association
273,273, Alameda Beauty
274,274, Alameda Centre Physicians
275,275, Alameda Credit Union
276,276, Alameda Pediatric Dentistry
277,277, Alameda Towne Centre Management Office
278,278, Alameda Towne Centre Public Safety
279,279, Alameda Towne Cleaners and Alterations
280,280, Anna's Linens
281,281, Antidote Salon
282,282, Applebee's
283,283, Avenue
284,284, Bank of Alameda
285,285, Beverly's Fabric & Craft
286,286, Big 5 Sporting Goods
287,287, Blockbuster Video
288,288, Bon Voyage Luggage
289,289, Borders Books
290,290, Center Hours:
291,291, Dress Barn
292,292, Executive Martinizing
293,293, Fit-Lite (24-Hour Fitness)
294,294, Fruits & Chocolate
295,295, GNC Live Well
296,296, Gold Spot Jewelers
297,297, Handle with Care Packaging Store
298,298, Happy Nails
299,299, Chase Bank
300,300, Check Into Cash
301,301, China Gourmet
302,302, Chipotle
303,303, Instant Shoe Care
304,304, Kohl's
305,305, Launderland
306,306, Loard‚??s Ice Cream
307,307, Lost & Found
308,308, Massage Envy
309,309, Merle Norman Cosmetics
310,310, Modern Mouse
311,311, Nine West
312,312, Office Max
313,313, Old Navy
314,314, Pagano's Hardware Store
315,315, Payless ShoeSource
316,316, Pearl's Deluxe Burgers
317,317, Petco
318,318, Radio Shack
319,319, Ross Dress For Less
320,320, Safeway
321,321, See's Candies
322,322, Soccer Post
323,323, Sophistry Custom Skin Care
324,324, South Shore Caf√©
325,325, South Shore Car Wash
326,326, South Shore Florist
327,327, South Shore Liquors
328,328, Starbucks
329,329, Sushi House
330,330, TJ Maxx
331,331, Trader Joe's
332,332, Walgreen's
333,333, Wells Fargo Bank
334,334, Zeytini Restaurant & Bar
335,335, 20 Nine Rest./Wine Bar
336,336, Alta Moda Salon
337,337, Amy's Ice Cream
338,338, Bally Total Fitness
339,339, Banana Republic
340,340, Ben Adams Jewels & Gifts
341,341, Borders
342,342, Borders Cafe
343,343, Calico Corners
344,344, Canyon Cafe
345,345, Club Humidor
346,346, Corner Bakery & Cafe
347,347, Crazy 8
348,348, Draper's & Damon's
349,349, Everything But Water
350,350, EZ's Brick Oven & Grill
351,351, Fast Forward
352,352, Fire Bowl Cafe
353,353, Fleming's Steakhouse/Wine
354,354, Freddy's Steakburgers
355,355, GameStop
356,356, Gap 
357,357, Hallmark Gold Crown
358,358, Charming Charlie
359,359, J. Alexander's
360,360, James Avery Craftsman
361,361, Joe's Crab Shack
362,362, Learning Express Toys
363,363, LOFT
364,364, Lucchese Boot Co.
365,365, Matress Firm
366,366, Michaels
367,367, My Fit Foods
368,368, Orange Cup Yogurt
369,369, Oreck Vacuums
370,370, P.F. Chang's China Bistro
371,371, Papouli's Greek Grill
372,372, Piatti Italian Ristorante
373,373, Quarry Nails
374,374, Rack Room Shoes
375,375, Regal Cinemas
376,376, Relax The Back
377,377, Restoration Hardware
378,378, Tanfastic
379,379, TGF Precision Haircutters
380,380, The Woodhouse Day Spa
381,381, Today's Eyes
382,382, Ulta Beauty
383,383, University Coop
384,384, White House|Black Market
385,385, Whole Earth Provision Co.
386,386, Whole Foods Market
387,387, Wolf Camera
388,388, Yankee Candle
389,389, Yogurt Zone
390,390, 5th Avenue Fashions
391,391, A Spot
392,392, Abraham's Leather
393,393, Albany Nails
394,394, Albany Newstand
395,395, Amy's Hallmark
396,396, Ashley Stewart
397,397, ATM Bank of America
398,398, Auntie Anne's Pretzels
399,399, Babbage's
400,400, Beautiful Brows
401,401, Blue Moon Yogurt
402,402, Body Shop
403,403, Books-A-Million
404,404, Carmen's
405,405, Cellular Center-Verizon
406,406, Cinnabon
407,407, City Gear
408,408, Claire's 
409,409, Eses Shoes
410,410, f.y.e.
411,411, Footaction USA
412,412, GNC
413,413, Gold-N-Diamonds
414,414, Great American Cookies
415,415, H&R; Block
416,416, Hibbett Sports
417,417, China Cafe USA
418,418, Chuck E. Cheese's
419,419, JCPenney Optical
420,420, JCPenney Salon
421,421, Jewelry Land
422,422, Jo-Ann Fabrics & Craft 
423,423, Journeys
424,424, Kirkland's
425,425, Lady Foot Locker
426,426, Lids
427,427, Man Alive
428,428, MW Tux
429,429, Nail 1st
430,430, Natural Hair Wonders
431,431, Olan Mills
432,432, On the Spot Jewelry
433,433, Oxford St. Mans
434,434, Pets & Pals
435,435, Prepaid Zone - Altel
436,436, Prestige Jewelry
437,437, Reeds Jewelers
438,438, Salon & Spa (Dillard's)
439,439, Sbarro
440,440, Sears Automotive Center
441,441, Sears Optical Center
442,442, Sears Portrait Studio
443,443, Shinault's
444,444, Shirin Jewelers
445,445, Shoe Box
446,446, Shoe Dept.
447,447, Silver City
448,448, Spencer's
449,449, Sugar Shack
450,450, Sunset Grill
451,451, Ta's Closet
452,452, Trade Secret
453,453, Treasures
454,454, University Gifts&Apparel;
455,455, Walk-N-Talk-T-Mobl/Sprint
456,456, Wet Seal
457,457, Wing Dixie & Deli
458,458, Wireless Communications
459,459, Zales The Diamond Store
460,460, Abercrombie & Fitch
461,461, Abercrombie Kids
462,462, Absolute Body Jewelry
463,463, ALDO
464,464, Alley Kat
465,465, AMC (Loews) Alderwood Mall 16
466,466, American Apparel
467,467, Auntie Anne's Pretzels - Food Court
468,468, Aveda
469,469, BC Surf & Sport
470,470, Beauty Works
471,471, Ben Bridge Jewelers
472,472, Billabong
473,473, Blue C Sushi
474,474," Body Shop, The"
475,475, Border's Books & Music
476,476, Brookstone
477,477, Brow Art - New Location!
478,478, Buckle
479,479, Build-A-Bear Workshop
480,480, Cache
481,481, Cajun Grill
482,482, Cash For Gold
483,483, Cell Phone Accessories
484,484, Claim Jumper
485,485, Claire's Accessories
486,486, Clark‚??s of England
487,487, Clear
488,488, Coach
489,489, Coldstone Creamery
490,490, Coldwater Creek 
491,491, Comcast
492,492, Crocs - New Location!
493,493, Currito Burrito
494,494, Daiso
495,495, Diamond Wireless
496,496," Disney Store, The"
497,497, Eddie Bauer 
498,498, Empire Today
499,499, Etiquette - New Location!
500,500, Express
501,501, Fast Fix Jewelry Repairs
502,502, Foot Locker 
503,503, Forever 21 
504,504, ForLove 21
505,505, Fred Meyer Jewelers
506,506, Fuego
507,507, FYE
508,508, Game Stop - Center Court
509,509, Game Stop - Food Court Wing
510,510, GapKids
511,511, Gene Juarez Salon
512,512, Ghost Armor
513,513, Godiva Chocolatier
514,514, GW Portraits
515,515, Helly Hansen
516,516, Helzberg Diamonds
517,517, Hollister
518,518, Hot Dog on a Stick
519,519, Hot Topic 
520,520, House of Cutlery
521,521, Champs Sports 
522,522, Charley's Grilled Subs
523,523, Christopher & Banks 
524,524, Icing by Claire's 
525,525, ISO Beauty
526,526, J & G Fashions
527,527, J. Jill 
528,528, Janie and Jack
529,529, Japan Cafe
530,530, JCPenney Hair Salon
531,531, JCPenney Portrait Studio
532,532, Jos. A. Bank Clothier
533,533, Journey's
534,534, Just Sports
535,535, Justice/Limited Too
536,536, Kits Camera
537,537, Lava Java
538,538, Learning Quest Toys
539,539," Limited, The"
540,540, Love Culture
541,541, Luxury Nails
542,542, Macy*s
543,543, Made in Washington
544,544, Mariners Team Store
545,545, Mark's Gold Crown Hallmark
546,546, Metropark
547,547, Mia & Maxx Hair Studio
548,548, Micabella
549,549, Motherhood Maternity
550,550, Mrs. Fields Cookies
551,551, My Cute Pillow Pets
552,552, Naartjie
553,553, New Balance
554,554, Nordstrom
555,555, Nordstrom Caf√© Bistro
556,556, Oakley ‚??O‚?? Store
557,557, Pacific Sunwear
558,558, Panda Express
559,559, Papyrus
560,560, Parfumerie
561,561, Payless Shoe Source
562,562, Pearle Vision Center
563,563," Picture People, The"
564,564, Pokemon - Now Open!
565,565, Precision Time
566,566, Proactiv
567,567, Pumpkin Patch
568,568, Quizno's Classic Subs
569,569, Red Mango
570,570, Regis Salon
571,571, REI
572,572, Romano's Macaroni Grill
573,573, Romy
574,574, Rosetta Stone
575,575, Sanrio
576,576, SEARS Driving School
577,577, Select Comfort
578,578, Sephora 
579,579, Sheepskin & Alpaca Gifts
580,580, Shiekh Shoes
581,581, Silverworks
582,582, SoHo
583,583, Spa Therapy
584,584, Spencer Gifts
585,585, Starbucks Coffee - Center Court
586,586, Starbucks Coffee - The Terraces
587,587, Stride Rite
588,588, Sunglass Hut - The Village
589,589, Swarovski
590,590, Sweet Factory
591,591, Taco Time
592,592, Teavana
593,593, The Walking Company
594,594, Things Remembered
595,595, T-Mobile - Center Court
596,596, T-Mobile - The Terraces
597,597, T-Mobile - The Village
598,598, Urban Outfitters
599,599, Vans 
600,600, Victoria's Secret Beauty
601,601, Vitamin World
602,602, White House/Black Market
603,603, Yankee Candle Co.
604,604, Zales
605,605, Zumiez
606,606, $3 Jewelry
607,607, Airbrush LA
608,608, Babbages
609,609, Baby World
610,610, Bag It
611,611, Bryan's Bags & More
612,612, Bull's Gym
613,613, Burlington Coat Factory
614,614, California Nails
615,615, Cash 4 Gold
616,616, Cellular One
617,617, Corn Dog 7
618,618, Cubby Caboose
619,619, Dead Sea Products
620,620, Decibel
621,621, Deja View
622,622, El Rodeo #2
623,623, Eyebrow & Body Art
624,624, EyeMaster
625,625, Famous Wok
626,626, Fashion Boutique
627,627, Fashion In Style
628,628, Fashion World
629,629, Forever 21
630,630, Gold Hut
631,631, Gold Time
632,632, Gordon's Jewelers
633,633, Hot Topic
634,634, Champs Sports
635,635, It's Fashion Metro
636,636, Jewelry Palace
637,637, Karat's
638,638, Kostalla's
639,639, Lagniappe Theatre
640,640, Leather Shop
641,641, MasterCuts
642,642, NY Burgers & Steaks
643,643, PacSun
644,644, Perfume & Gifts
645,645, Perfume Plaza
646,646, Rite Aid
647,647, Shaan's
648,648, Slinkee's
649,649, Source Clothing
650,650, Sports-N-More
651,651, Stage
652,652, Suddenlink
653,653, The Avenue
654,654, The Limited
655,655, Watch Hut
656,656, Weiss & Goldring
657,657, Wireless Phones
658,658, Xpressions Prof. Photo
659,659, Archiver's
660,660, Biaggi's Italiano Rest. 
661,661, Bonefish Grill
662,662, Borders (Closing)
663,663, Carter's
664,664, CBS Outdoors
665,665, Clarks
666,666, Cool Cuts 4 Kids
667,667, Dick's Sporting Goods
668,668, Discovery Clothing
669,669, DSW
670,670, Gordmans
671,671, Hallmark Cards & Gifts
672,672, Hollister Co.
673,673, Hot Mama
674,674, Houlihan's
675,675, Cheeseburger & Paradise
676,676, Chicago Home Fitness
677,677, Jared Galleria of Jewelry
678,678, Kid's Bunks & Beds
679,679, On The Border
680,680, Oreck Floor Care
681,681, PetSmart
682,682," Shoelace, Inc."
683,683, St. Roger's Abbey
684,684, Sylvan Learning
685,685, The Gourmet Kernel
686,686, Thirsty Whale
687,687, ULTA
688,688, Venetian Nail Spa
689,689, Vino 100
690,690, Williams Sonoma
691,691, Almaden Music & Dance
692,692, Almaden Plaza Dental Care
693,693, Ana Furniture
694,694, Apple One Employment
695,695, Barnes & Noble
696,696, Baskin-Robbins
697,697, buybuy Baby
698,698, Costco
699,699, Creative Hairdressers
700,700, Diddams Party Store
701,701, Five Guys Burgers & Fries
702,702, Fresh Choice
703,703, Happi House
704,704, House of Bagels
705,705, Chase 
706,706, Chevy's Mexican Rest.
707,707, InSpa
708,708, KB Fitness
709,709, Majestic Beauty Supply
710,710, Men's Wearhouse
711,711, Metlife Home Loan
712,712, National First Credit
713,713, Omaha Steaks
714,714, Orange Leaf Yogurt
715,715, Real Produce
716,716, Red Lobster
717,717, SCCF Credit Union
718,718, Style For Less
719,719, T.J.Maxx 'n More
720,720, Tandoori Bistro
721,721, Tilly's
722,722, Tuesday Morning
723,723, U.S. Recruiting-Air Force
724,724, U.S. Recruiting-Army
725,725, U.S. Recruiting-Marines
726,726, U.S. Recruiting-Navy
727,727, Viva Nail Salon
728,728, Wingstop
729,729, Work World
730,730, 3-D Games
731,731, Air Grafix
732,732, All Shoes $9.99
733,733, Belts of the World
734,734, Bigg City
735,735, Cellular Zone
736,736, Cosmetic Cove
737,737, Creative Consumer Rsrch.
738,738, Cricket
739,739, err
740,740, Exclusive Furniture
741,741, EyeMasters
742,742, Geovanni Clothing
743,743, Gizzmo's
744,744, Glitters
745,745, Gold & Diamonds
746,746, Image
747,747, Kaleidoscoop Ice Cream
748,748, KFC/Taco Bell
749,749, Kids Foot Locker
750,750, Lady World
751,751, Lollipops
752,752, Macy's
753,753, Magic Shots
754,754, Mero & Co.
755,755, Oro Italiano
756,756, Oro Perfumania
757,757, Palais Royal
758,758, PCX Men's Wear
759,759, Piccadilly Cafeterias
760,760, Rainbow
761,761, Rainbow Plus & Kids
762,762, Sam's Burgers & Gyro
763,763, Sesame Hut
764,764, Shoe Envy
765,765, Star Shots
766,766, Thirsty's
767,767, Toyz
768,768, Underground Station
769,769, Uniforms N More
770,770, Vibrations
771,771, Villa Pizza
772,772, Visible Changes
773,773, Altamonte Gold Buyers
774,774, AMC Theatres
775,775, Apple Store
776,776, babyGap
777,777, Bahama Breeze
778,778, Bakers
779,779, Barnie's Coffee & Tea Co.
780,780, Best Buy Mobile
781,781, Beya
782,782, Body Shop Skin/Hair Care
783,783, Brighton Collectibles
784,784, Brow Art 23
785,785, Club BFF
786,786, COPS Center
787,787, Dollar Mania
788,788, DQ Orange Julius
789,789, Elegant Accents
790,790, Elephant Bar Restaurant
791,791, Express/Express Men
792,792, Extreme Styles
793,793, Fast Fix Jewelry Repair
794,794, G by Guess
795,795, Gap/GapBody/GapKids
796,796, H&M;
797,797, Hovan Gourmet
798,798, Chao Cajun
799,799, Charley's
800,800, Charlotte Russe
801,801, In Touch Wireless
802,802, Ink Spot
803,803, ISpice
804,804, Jerie Ann's Hallmark
805,805, Magnific Fine Jewelers
806,806, Maki of Japan
807,807, Mandarin Express
808,808, Max Rave
809,809, Mayors Jewelers
810,810, McDonald's
811,811, Men's Wearhouse & Tux
812,812, Nail Spa
813,813, Oceanology
814,814, Oriental Health Massage
815,815, Orlando Ale House
816,816, Paris Nails
817,817, Perfumania
818,818, Pinocchio's Puppet Thtre
819,819, Professional Shoe Repair
820,820, Quick Test
821,821, Seasons 52 Fresh Grill 
822,822, Sketchers
823,823, Sol
824,824, Solstice
825,825, Sports Fan-Attic
826,826, Taco Bell
827,827, The Prom Store
828,828, Traffic
829,829, Urban Wear
830,830, Write In Style
831,831, YoBelle
832,832, Zori Store
833,833, Amarillo Tex's Steakhouse
834,834, Crown Vision Center
835,835, Family Christian Stores
836,836, Famous Footwear
837,837, Fun & Games Arcade
838,838, Gold Stop
839,839, Hayner Public Library
840,840, Hickory Farms
841,841, China Gate
842,842, Christian Science Reading
843,843, J&W;'s Plain Ole Kitchen
844,844, Jackson Hewitt Tax Svcs.
845,845, Kirlin's Hallmark
846,846, Olga's Kitchen
847,847, RadioShack Wireless
848,848, Savvi Formalwear
849,849, Spirit Halloween
850,850, The Cookie Factory Bakery
851,851, The Finish Line
852,852, U.S. Postal Service
853,853, Yeti Wireless Accessories
854,854, Alice & Olivia
855,855, Anne Fontaine
856,856, Bottega Veneta
857,857, Brooks Brothers
858,858, Burberry
859,859, Cartier
860,860, Cipollini Pronto Cafe
861,861, Cipollini Trattoria & Bar
862,862, Cole Haan
863,863, Concierge Store
864,864, David Yurman
865,865, Dior
866,866, Donna Karan of New York
867,867, Ermenegildo Zegna
868,868, Escada
869,869, Estee Lauder Spa
870,870, Etro
871,871, Fendi
872,872, Giorgio Armani
873,873, Gucci
874,874, Hermes
875,875, Hirshleifer's
876,876, Hirshleifer's ETC
877,877, Hirshleifer's Shoe Salon
878,878, HSBC
879,879, CH Carolina Herrera
880,880, Chanel
881,881, Chrome Hearts
882,882, Ilori
883,883, Intermix
884,884, J. Mendel
885,885, Jimmy Choo
886,886, Juicy Couture
887,887, Lacoste
888,888, Leggiadro
889,889, London Jewelers
890,890, London Jewelers Watch
891,891, Loro Piana
892,892, Louis Vuitton
893,893, Malandrino
894,894, Martin Viette
895,895, MaxMara
896,896, Michael Kors
897,897, Morgenthal-Frederics
898,898, Oscar De La Renta
899,899, Prada
900,900, Ralph Lauren
901,901, Salvatore Ferragamo
902,902, Sneakerology
903,903, Spring Flowers
904,904, St. John
905,905, Theory
906,906, Tiffany & Co.
907,907, Toku
908,908, Van Cleef & Arpels
909,909, Versace
910,910, Vilebrequin
911,911, Vince
912,912, Wolford Boutique
913,913, Albertsons
914,914, Albertsons Fuel Center
915,915, Amerige Cleaners
916,916, Beecrazee
917,917, C2 Education Center
918,918, Countrywide Home Loans
919,919, Dr. Alvin/Janice Arellano
920,920," Dr. Steven Yu, DDS"
921,921, Gold's Gym
922,922, Hair Studio If...
923,923, Haircutters
924,924, Hashigo Sushi
925,925, Cherry On Top
926,926, Island's Fine Burgers
927,927, Koba Tofu Grill
928,928, Mathnasium of Fullerton
929,929, Mochilato Bakery & Cafe
930,930, Olympic Golf
931,931, Professional Nails
932,932, Rubio's Baja Grill
933,933, Sato Sushi
934,934, Souplantation
935,935, Target
936,936, The Venue
937,937, Togo's
938,938, Top Class Pizza
939,939, World Tae Kwon Do Academy
940,940, 99 Cent Only Stores
941,941, American Cuts & Perms
942,942, Anaheim Black Belt Center
943,943, Anaheim Optometry
944,944, Anaheim Urgent Care
945,945, Baskin-Robbons/Togo's
946,946, Big Kmart
947,947, Burrito Grill
948,948, California Green Cleaners
949,949, Cancun Juice
950,950, Coffee Bean & Tea Leaf
951,951, Don Roberto Jewelers
952,952, Fallas Paredes
953,953, Fashion Avenue
954,954, Fashion Joy
955,955, First China Kitchen
956,956, Francisco's Halloween
957,957, Fullerton Community Bank
958,958, Georgie's Donuts
959,959, Goodwill Store
960,960, Hawaiian King BBQ
961,961, HomeTown Buffet
962,962, Check 'n Go
963,963, Children's Dental Group
964,964, IHOP
965,965, KFC
966,966," Maria Lourdes Morato, DMD"
967,967, Nana Nails
968,968, Opus Bank
969,969, O'Reilly Auto Parts
970,970, Pep Boys
971,971, Planet Fitness
972,972, Precision Laser Skin Care
973,973, Purrfect Auto Service Ctr
974,974, Rent-A-Center
975,975, Sally's Beauty Supply Co.
976,976, Shasa Shoe & Accessory
977,977, Staples
978,978, Sunsplash Tanning
979,979, Supercuts
980,980, Susie's Deals
981,981, WSS.
982,982, Yuva Threading Salon
983,983, Anderson Express
984,984, Belk Salon and Spa
985,985, Books-A-Million/Joe Muggs
986,986, Bryant's Barber Shop
987,987, Carolina Scrubs
988,988, Cellaris
989,989, Enoch's Karate
990,990, Firestone
991,991, Great American Cookie Co.
992,992, Charlie Nelson's
993,993, Chic 5
994,994, IBouncee
995,995, jcpenney
996,996, Jeweler's Bench
997,997, Manhattan
998,998, Mexican Deli
999,999, New Yorker
1000,1000, Philly Cheese Steaks
1001,1001, Rochelle
1002,1002, Sears Optical
1003,1003, Sunshine Wireless
1004,1004, Trends
1005,1005, Ale Bre`
1006,1006, Animas 10 Cinema
1007,1007, Applebee's Neighborhood Grill & Bar
1008,1008, Arts & Crafts Fair
1009,1009, AT & T
1010,1010, Bola Tys & Butterflys
1011,1011, Boot Barn
1012,1012, Cell Needs
1013,1013, CJ Banks
1014,1014, Claire's Boutique
1015,1015, Coach House Gifts / Hallmark
1016,1016, Corn Dogs Plus
1017,1017, Deb Shop
1018,1018, Dollar Tree Store
1019,1019, Fashion Shoes
1020,1020, Footaction
1021,1021, FR's
1022,1022, G Tees
1023,1023, Game Stop
1024,1024, Christiani Tees
1025,1025, Infinity Wireless/Verizon
1026,1026, INIZIO
1027,1027, JC Penney
1028,1028, JC Penney Salon
1029,1029, Kay Jewelers 
1030,1030, Kid's Foot Locker
1031,1031, LeNails
1032,1032, Mild to Wild Knives & Swords
1033,1033, Mini Mart
1034,1034, Nestle Toll House Cafe
1035,1035, Next Level Home Audio & Video
1036,1036, Nori Japan
1037,1037, Off the Chain
1038,1038, Payless / Payless Kids
1039,1039, Perfume Town
1040,1040, Piercing Pagoda 
1041,1041, Qwest
1042,1042, R Sports
1043,1043, Rocky Mountain Chocolate Factory
1044,1044, Samuels Jewelers
1045,1045, Sbarro Italian Eatery
1046,1046, Sherrie's Studio
1047,1047, Sofa Block Oak Superstore
1048,1048, Sole Source
1049,1049, Southwest Ink
1050,1050, Things Remembered 
1051,1051, Tilt Arcade
1052,1052, Turbo Graffix
1053,1053, V Burger
1054,1054, Zales Jewelry
1055,1055, Baja Fresh Mexican Grill
1056,1056, Bow-Tie Cinemas
1057,1057, Bubbles
1058,1058, Capital One Bank
1059,1059, Cloud 9 Clothing
1060,1060, Diva Boutique
1061,1061, Enchanted Art
1062,1062, Hair Cuttery
1063,1063, Jennifer Convertibles
1064,1064, Lebanese Taverna
1065,1065, Melissa's Hallmark
1066,1066, Millwood Furniture
1067,1067, Nail Touch
1068,1068, NASA Federal Credit Union
1069,1069, PA Dutch Farmers Market
1070,1070, Potbelly Sandwich Shop
1071,1071, Ritz Camera
1072,1072, Robeks
